,age,income,net_worth,risk_tolerance,time_horizon,has_dependents,is_retired,tax_bracket,pref_equity,pref_bonds,pref_alts,pref_cash,segment,pca_1,pca_2,segment_name
2990,53,38563,96041,3,11,0,0,0.22,77.3,2.7,20.0,0.0,4,-0.7062766228113645,-0.23384288680851778,Retired Income Seekers
2991,29,48784,326642,4,29,1,0,0.12,95.0,-8.9,13.9,0.0,1,0.7319116974047879,-0.3562608514816843,Mid-Career Balanced Families
2992,31,36940,76573,4,27,1,0,0.24,95.0,-5.5,10.5,0.0,1,1.0602058437694057,-0.8937266004092261,Mid-Career Balanced Families
2993,59,61650,127991,4,34,1,0,0.37,92.5,-1.4,8.9,0.0,1,1.7515792645755293,-0.36894463227489016,Mid-Career Balanced Families
2994,68,50753,1247020,5,14,0,0,0.32,88.4,-8.4,20.0,0.0,4,0.16870662712212672,-0.8180682163175501,Retired Income Seekers
2995,53,47601,1772737,3,10,1,0,0.12,65.8,25.2,9.0,0.0,0,-0.09528085461669146,-0.8636102922598856,Young Aggressive Accumulators
2996,69,10971,12165,4,11,1,0,0.12,63.3,23.0,13.7,0.0,1,1.3228330289169934,-0.06381060876469881,Mid-Career Balanced Families
2997,49,24190,186591,3,11,1,0,0.12,88.4,-4.2,15.8,0.0,1,0.47145180110471796,-0.42802566888269833,Mid-Career Balanced Families
2998,38,93888,5392066,3,35,1,0,0.37,90.6,-10.6,20.0,0.0,0,-0.8801151047622023,-2.8974235302660194,Young Aggressive Accumulators
2999,52,105132,289125,2,19,1,0,0.32,70.0,18.3,6.8,4.9,1,0.2578254595383708,-0.20987475682977974,Mid-Career Balanced Families
3000,29,16528,166406,4,24,1,0,0.32,95.0,-14.8,19.8,0.0,1,1.1538205468986045,-1.6189062224562973,Mid-Career Balanced Families
3001,61,33850,786403,5,1,1,0,0.22,75.0,5.0,20.0,0.0,1,1.275798786624633,-1.213029737942715,Mid-Career Balanced Families
3002,46,126801,211443,2,12,0,0,0.22,72.2,13.2,14.6,0.0,4,-1.5685427803805663,0.4979681484985004,Retired Income Seekers
3003,30,36220,381156,1,14,0,0,0.24,76.7,15.4,4.0,3.9,4,-1.9264829099967662,-0.7892327271298272,Retired Income Seekers
3004,23,55379,126454,4,3,1,0,0.12,91.9,-11.9,20.0,0.0,1,0.24634734642985595,-1.0627788236347613,Mid-Career Balanced Families
3005,36,164269,207775,3,32,1,0,0.24,95.0,-8.2,13.2,0.0,1,0.3197603031936908,0.6137300220604843,Mid-Career Balanced Families
3006,71,46485,271565,5,16,0,0,0.12,87.4,-7.3,19.9,0.0,4,0.2549949162951866,0.6128573146497244,Retired Income Seekers
3007,24,42053,459856,2,38,1,0,0.32,91.4,3.2,5.4,0.0,1,0.27721492197067227,-1.0713978594632512,Mid-Career Balanced Families
3008,70,53641,96948,1,10,0,0,0.24,51.9,33.8,12.5,1.8,4,-1.3042567570605705,0.3997008372460261,Retired Income Seekers
3009,57,219122,93837,3,17,0,1,0.32,60.0,29.0,11.0,0.0,3,-0.08185674204596032,2.5090797943482386,High-Net-Worth Diversifiers
3010,25,81825,16107,1,4,0,0,0.22,66.4,20.1,4.0,9.5,4,-2.2431951723002643,-0.4951580519630294,Retired Income Seekers
3011,35,60679,102274,2,15,1,0,0.32,81.6,3.4,15.0,0.0,1,0.13053741782324738,-1.0829134292447897,Mid-Career Balanced Families
3012,62,41479,510753,2,33,0,1,0.37,55.0,30.8,14.2,0.0,3,0.4049066609335118,1.0517468238279322,High-Net-Worth Diversifiers
3013,62,87305,283755,2,39,0,0,0.24,82.7,5.0,11.6,0.7,2,-0.7121181325035792,1.1378691292956868,Pre-Retiree Conservatives
3014,46,95014,49212,2,10,0,0,0.12,69.0,12.3,18.7,0.0,4,-1.6067725097878103,0.6605524231850466,Retired Income Seekers
3015,71,28247,16570,5,7,0,0,0.32,73.3,14.4,12.3,0.0,4,0.5938100219950789,-0.5817500109846409,Retired Income Seekers
3016,31,96822,137186,2,33,1,0,0.24,87.1,7.3,5.6,0.0,1,0.09178397036746762,-0.004693314999361662,Mid-Career Balanced Families
3017,42,53862,493132,3,17,0,0,0.12,89.2,-9.0,19.8,0.0,4,-1.1426240185848573,0.06385371113660009,Retired Income Seekers
3018,57,60922,91612,4,12,1,1,0.24,63.8,21.9,14.3,0.0,3,2.061408345675255,0.7682756031649423,High-Net-Worth Diversifiers
3019,33,32241,28741,4,17,1,0,0.24,86.9,4.2,8.9,0.0,1,0.9590259316837749,-1.1401851510731171,Mid-Career Balanced Families
3020,48,45252,80225,3,16,0,0,0.37,90.1,0.8,9.1,0.0,4,-0.46812318722700025,-0.8198187745954084,Retired Income Seekers
3021,61,29111,240720,4,14,1,1,0.32,61.0,22.5,16.5,0.0,3,2.3556186685666622,0.1939519554924213,High-Net-Worth Diversifiers
3022,23,28148,722826,4,3,0,0,0.37,92.3,-3.8,11.5,0.0,4,-0.8295847063033178,-2.3516041565753176,Retired Income Seekers
3023,34,77960,119606,4,30,0,0,0.22,91.9,-11.9,20.0,0.0,2,-0.4248630782483529,0.08536352055336247,Pre-Retiree Conservatives
3024,74,46696,577157,3,35,1,0,0.24,73.4,15.3,11.3,0.0,1,1.2728127219834593,0.3540917546500767,Mid-Career Balanced Families
3025,53,24106,505271,4,26,1,0,0.32,86.3,-2.2,15.9,0.0,1,1.438627883809437,-1.0475595325783793,Mid-Career Balanced Families
3026,52,274837,39656,3,12,0,0,0.22,78.8,13.7,7.5,0.0,4,-1.5049425757223567,2.0498748312601274,Retired Income Seekers
3027,37,27248,730036,2,31,0,0,0.22,88.5,-4.0,15.5,0.0,2,-1.2297785650778352,-0.39672860077670424,Pre-Retiree Conservatives
3028,53,128601,231917,4,17,1,0,0.37,91.6,-5.9,14.3,0.0,1,1.1042133081902772,-0.3932892598117273,Mid-Career Balanced Families
3029,53,21300,38253,3,37,1,0,0.22,81.8,6.5,11.7,0.0,1,1.1986336780160929,-0.021301479658009208,Mid-Career Balanced Families
3030,55,82417,1346470,5,8,0,0,0.12,91.1,-11.1,20.0,0.0,4,-0.6258357712504248,-0.15945177675172154,Retired Income Seekers
3031,32,50242,139987,1,19,0,0,0.12,79.2,10.0,10.8,0.0,2,-1.9816180610183032,0.177877886424717,Pre-Retiree Conservatives
3032,31,38548,15801,3,26,0,0,0.12,95.0,-8.6,13.6,0.0,2,-0.9588368939432946,0.10896767381245968,Pre-Retiree Conservatives
3033,36,68714,69736,5,4,0,0,0.22,95.0,-12.1,17.1,0.0,4,-0.35536112513782697,-0.7320938238248532,Retired Income Seekers
3034,38,62541,51899,2,15,0,0,0.24,85.2,3.3,11.5,0.0,4,-1.3391795727269922,-0.2490854793120269,Retired Income Seekers
3035,61,33903,71819,5,14,0,1,0.32,76.6,7.4,16.0,0.0,3,1.4226594999514353,0.5880516716736484,High-Net-Worth Diversifiers
3036,39,32845,95394,5,30,0,0,0.12,95.0,-15.0,20.0,0.0,2,0.07166719805678635,0.14633941844256923,Pre-Retiree Conservatives
3037,30,19895,119507,4,24,1,0,0.12,95.0,-3.1,8.1,0.0,1,0.8349270741145285,-0.6482935208127296,Mid-Career Balanced Families
3038,46,74153,114233,3,34,0,0,0.12,95.0,-3.1,8.1,0.0,2,-0.7373018986281996,0.9977790863249711,Pre-Retiree Conservatives
3039,61,24892,144786,3,19,1,0,0.37,71.0,11.4,17.6,0.0,1,1.2362814286622468,-0.9975203905610587,Mid-Career Balanced Families
3040,35,60040,329348,4,3,0,0,0.37,91.0,-2.7,11.7,0.0,4,-0.611441878219325,-1.565341437038806,Retired Income Seekers
3041,46,90647,66454,4,4,0,0,0.12,87.4,-1.2,13.8,0.0,4,-0.8567674637397714,0.2655192568540399,Retired Income Seekers
3042,71,69261,671453,3,11,0,0,0.12,68.7,16.5,14.8,0.0,4,-0.8821246978766364,0.6900724956265317,Retired Income Seekers
3043,43,36091,37413,5,13,1,0,0.37,95.0,-6.2,11.2,0.0,1,1.6804101212018872,-1.6369294146206717,Mid-Career Balanced Families
3044,73,113115,340490,4,18,0,0,0.32,75.5,11.5,13.0,0.0,4,-0.013829160468106767,0.5206400520882682,Retired Income Seekers
3045,51,45000,1169311,5,19,0,0,0.24,95.0,-15.0,20.0,0.0,4,-0.11547206299108409,-0.7689748765135992,Retired Income Seekers
3046,41,23531,131553,1,33,0,0,0.32,71.6,14.3,14.1,0.0,2,-1.1672331454126983,-0.35657365015003406,Pre-Retiree Conservatives
3047,42,49089,205285,2,38,0,1,0.24,72.7,16.5,10.8,0.0,3,0.017363498244000086,1.481352624519826,High-Net-Worth Diversifiers
3048,65,90287,50941,3,3,0,0,0.22,67.1,16.3,16.6,0.0,4,-0.8071434338521464,0.36202118681363593,Retired Income Seekers
3049,53,37343,88067,3,35,1,0,0.22,92.9,-11.7,18.8,0.0,1,1.093066505742667,0.05411059562611536,Mid-Career Balanced Families
3050,72,110716,1067910,4,1,0,1,0.32,63.5,16.5,20.0,0.0,3,0.36448726865032216,0.8717335055155367,High-Net-Worth Diversifiers
3051,67,34918,399583,2,35,1,1,0.37,59.8,27.6,12.6,0.0,3,1.973469317495999,0.8592650543518164,High-Net-Worth Diversifiers
3052,70,38409,268942,5,36,1,0,0.12,95.0,-15.0,20.0,0.0,1,1.9934476377437653,0.6983838848858569,Mid-Career Balanced Families
3053,42,28788,15905,3,38,0,0,0.22,95.0,-2.3,7.3,0.0,2,-0.37627749685976797,0.1735942412767197,Pre-Retiree Conservatives
3054,56,96625,68887,3,39,1,0,0.37,83.7,8.0,8.3,0.0,1,1.264314383511904,0.1445433578063565,Mid-Career Balanced Families
3055,53,57683,1311641,2,25,1,0,0.37,72.0,15.6,12.4,0.0,1,0.27850084119406976,-1.168241194580242,Mid-Career Balanced Families
3056,51,30156,266465,3,13,1,0,0.24,82.2,-0.8,18.6,0.0,1,0.6934185609029253,-0.8382191517826189,Mid-Career Balanced Families
3057,60,45372,309500,1,4,0,0,0.22,46.4,44.2,9.4,0.0,4,-1.6442326325680918,-0.1025982337736993,Retired Income Seekers
3058,70,6975,199718,2,6,1,0,0.32,48.3,45.3,6.4,0.0,1,0.705634939271177,-1.0109704751910429,Mid-Career Balanced Families
3059,33,103216,77995,4,11,1,0,0.37,95.0,-4.5,9.5,0.0,1,0.8175791620975361,-1.2293262280627062,Mid-Career Balanced Families
3060,62,53128,242571,2,1,0,1,0.32,52.6,35.6,11.8,0.0,3,-0.161833283282643,0.6337119827658556,High-Net-Worth Diversifiers
3061,68,11110,25945,2,8,0,0,0.32,58.8,25.4,15.8,0.0,4,-0.6430426170471006,-0.5256204819538445,Retired Income Seekers
3062,39,21597,23705,4,34,1,0,0.22,95.0,-11.4,16.4,0.0,1,1.3442093143078735,-0.5348040040464438,Mid-Career Balanced Families
3063,42,44573,67350,1,9,1,0,0.32,67.4,20.6,12.0,0.0,1,-0.20756788514718313,-1.1190180785001027,Mid-Career Balanced Families
3064,34,23862,204965,3,36,0,0,0.32,95.0,-8.3,13.3,0.0,2,-0.4171356463052092,-0.661502866108069,Pre-Retiree Conservatives
3065,42,104333,24745,1,39,1,1,0.12,66.2,25.0,4.7,4.1,3,0.6732163202042258,2.384003800886204,High-Net-Worth Diversifiers
3066,29,80257,189558,3,37,0,0,0.32,95.0,-2.1,7.1,0.0,2,-0.6722143988405531,-0.2138291778058362,Pre-Retiree Conservatives
3067,67,77008,49341,4,21,0,0,0.12,82.1,5.6,12.3,0.0,2,-0.17823244123936866,1.1340804041075452,Pre-Retiree Conservatives
3068,61,9671,58000,1,20,0,0,0.22,59.5,26.8,9.1,4.6,4,-1.1536129370494004,0.13563012828682203,Retired Income Seekers
3069,67,41447,774138,4,38,1,0,0.32,91.2,-4.0,12.8,0.0,1,1.7161278302597418,-0.3272554506784194,Mid-Career Balanced Families
3070,28,36741,170203,5,1,1,0,0.37,95.0,-14.9,19.9,0.0,1,1.1889726221514716,-2.3958335443726217,Mid-Career Balanced Families
3071,44,30704,55018,2,35,0,0,0.32,83.3,5.4,11.3,0.0,2,-0.6638231528484135,-0.213553345407479,Pre-Retiree Conservatives
3072,65,44773,203658,5,28,1,0,0.12,93.3,-13.3,20.0,0.0,1,1.778771102688722,0.4451470579764203,Mid-Career Balanced Families
3073,53,27217,27902,2,7,0,0,0.37,64.8,21.7,9.6,3.9,4,-0.8762200801353829,-0.9984766302891409,Retired Income Seekers
3074,32,69609,257505,1,9,1,0,0.22,73.6,11.4,15.0,0.0,1,-0.6913083467988407,-0.7721131411852658,Mid-Career Balanced Families
3075,43,102394,614633,1,1,0,0,0.24,60.6,30.7,8.7,0.0,4,-2.2380110531517734,-0.2957960198951034,Retired Income Seekers
3076,43,96400,360077,3,36,0,0,0.24,92.9,-4.0,11.1,0.0,2,-0.7092744688184267,0.5412983129396435,Pre-Retiree Conservatives
3077,64,54364,2167873,3,34,1,0,0.12,75.7,14.7,9.6,0.0,0,0.32677328109092685,-0.04914286688736115,Young Aggressive Accumulators
3078,46,242672,15897,3,34,0,0,0.22,95.0,-13.3,18.3,0.0,2,-1.117879832948409,2.205842679454465,Pre-Retiree Conservatives
3079,43,132983,189541,4,17,1,0,0.22,79.2,4.1,16.7,0.0,1,0.6854745543589987,0.08669557647143805,Mid-Career Balanced Families
3080,49,55765,32461,4,32,0,0,0.32,95.0,-5.2,10.2,0.0,2,0.12924125605820794,-0.10207676052693876,Pre-Retiree Conservatives
3081,50,42719,132208,3,2,0,0,0.24,75.6,5.1,19.3,0.0,4,-0.8975113064323039,-0.6214644493355914,Retired Income Seekers
3082,34,152759,163056,4,36,0,0,0.32,95.0,-8.7,13.7,0.0,2,-0.42902680210369665,0.4976405740523217,Pre-Retiree Conservatives
3083,39,121213,2510053,5,25,1,0,0.22,92.4,-8.5,16.1,0.0,0,0.4322827296754433,-1.0679478033851737,Young Aggressive Accumulators
3084,23,22308,151488,1,26,0,0,0.12,91.6,4.5,3.9,0.0,2,-1.9194167363174208,-0.12769380708930403,Pre-Retiree Conservatives
3085,50,128037,148135,3,26,1,1,0.12,73.1,11.1,15.8,0.0,3,1.3045766102585212,2.2165463989425636,High-Net-Worth Diversifiers
3086,42,53741,543720,3,21,1,0,0.37,80.8,8.0,8.8,2.4,1,0.724944462697625,-1.326928125952727,Mid-Career Balanced Families
3087,36,32773,152758,3,18,0,0,0.12,95.0,-4.6,9.6,0.0,4,-1.0363086861339728,-0.10319590924918999,Retired Income Seekers
3088,73,14981,1465015,3,29,0,1,0.24,61.7,21.7,16.6,0.0,3,0.4879226942485373,1.0134373195684478,High-Net-Worth Diversifiers
3089,48,49600,363531,3,24,0,0,0.37,87.1,-3.8,16.7,0.0,2,-0.4456436706525441,-0.6900428850225534,Pre-Retiree Conservatives
3090,71,59363,439856,4,28,1,0,0.24,73.5,6.5,20.0,0.0,1,1.5300814122551702,0.18108877954682198,Mid-Career Balanced Families
3091,52,181884,17307,3,12,0,0,0.32,78.3,5.7,16.0,0.0,4,-1.00593532769382,0.7269962914465359,Retired Income Seekers
3092,36,117015,1762520,3,11,0,0,0.32,79.7,0.9,19.4,0.0,0,-1.6472808304982929,-1.1251574489110001,Young Aggressive Accumulators
3093,72,39814,74031,2,27,0,0,0.12,68.9,12.1,19.0,0.0,2,-0.7168263126258935,1.23817272328434,Pre-Retiree Conservatives
3094,44,78632,160865,3,23,1,1,0.37,70.2,14.8,15.0,0.0,3,1.7476758099397818,0.39204615784536456,High-Net-Worth Diversifiers
3095,45,106763,74366,3,33,1,0,0.24,87.8,-0.5,12.7,0.0,1,0.7273955990395383,0.3789541867499122,Mid-Career Balanced Families
3096,65,63587,47614,3,16,1,0,0.24,64.5,26.3,9.2,0.0,1,0.9299311604730199,0.014335419961204677,Mid-Career Balanced Families
3097,34,39695,38460,5,28,1,0,0.22,95.0,-13.3,18.3,0.0,1,1.5154060161294294,-0.7487959133908636,Mid-Career Balanced Families
3098,43,41253,184220,3,28,0,0,0.12,87.9,-4.5,16.6,0.0,2,-0.7957164689770749,0.4121335004443669,Pre-Retiree Conservatives
3099,64,78419,15307,1,38,0,0,0.32,64.1,21.6,14.3,0.0,2,-0.8593393713628464,0.9334325372134665,Pre-Retiree Conservatives
3100,58,79944,121617,3,6,1,0,0.22,58.3,22.3,19.4,0.0,1,0.5338867077653074,-0.22338825569477982,Mid-Career Balanced Families
3101,54,48772,579153,4,29,1,0,0.32,92.4,-12.4,20.0,0.0,1,1.3945449744548468,-0.7390541185355457,Mid-Career Balanced Families
3102,24,9571,347434,4,34,0,0,0.32,95.0,-9.9,14.9,0.0,2,-0.1920089681391889,-1.2592235767649225,Pre-Retiree Conservatives
3103,40,24261,273463,3,3,0,1,0.24,74.5,13.5,8.8,3.2,3,-0.11389402931997106,0.11424362996959789,High-Net-Worth Diversifiers
3104,44,92390,55577,2,6,1,0,0.32,67.6,19.9,12.5,0.0,1,0.03387327097710382,-0.779794787902652,Mid-Career Balanced Families
3105,50,13472,24262,3,38,0,0,0.37,89.5,-5.6,16.1,0.0,2,0.05911125562985602,-0.44511667357566104,Pre-Retiree Conservatives
3106,51,137163,568156,3,13,0,0,0.32,81.7,-0.6,18.9,0.0,4,-1.036413043324697,0.04831903711247463,Retired Income Seekers
3107,60,123662,94963,5,36,1,0,0.37,95.0,-15.0,20.0,0.0,1,2.0178212522424746,0.22741939008482367,Mid-Career Balanced Families
3108,65,61621,147311,3,15,1,0,0.32,63.8,17.0,19.2,0.0,1,1.022273509793231,-0.4345236186630038,Mid-Career Balanced Families
3109,68,90994,128397,4,6,0,0,0.22,75.1,10.0,14.9,0.0,4,-0.3166076482695973,0.3996472420406445,Retired Income Seekers
3110,46,86694,364715,3,33,0,0,0.24,95.0,-9.7,14.7,0.0,2,-0.678108361130638,0.43946867200747886,Pre-Retiree Conservatives
3111,58,55170,1486565,3,12,0,0,0.22,67.5,21.2,11.3,0.0,4,-1.1339702154851596,-0.5643534932755705,Retired Income Seekers
3112,68,22885,941141,4,13,1,1,0.24,63.6,24.3,12.1,0.0,3,2.1031445318422786,0.3159041879063285,High-Net-Worth Diversifiers
3113,29,117840,9910,3,33,1,0,0.22,95.0,-8.3,13.3,0.0,1,0.41551803752353106,0.20320504764687738,Mid-Career Balanced Families
3114,63,160341,112392,5,28,1,0,0.12,83.2,-0.8,17.6,0.0,1,1.3767728623766058,1.5403591183064798,Mid-Career Balanced Families
3115,37,25693,32335,3,36,0,0,0.32,95.0,-7.4,12.4,0.0,2,-0.316317807564573,-0.4893049636315368,Pre-Retiree Conservatives
3116,29,22295,501879,1,5,0,0,0.32,68.4,17.5,3.8,10.3,4,-1.949136508730429,-1.6059501747498242,Retired Income Seekers
3117,22,54406,163534,4,25,1,1,0.12,94.0,-12.6,18.6,0.0,3,1.5005926516347863,0.6879383748245704,High-Net-Worth Diversifiers
3118,65,38624,336846,1,17,0,0,0.12,57.0,28.8,14.2,0.0,4,-1.5020168907138893,0.7472425557811392,Retired Income Seekers
3119,26,66268,101422,2,37,1,0,0.37,92.2,-4.6,12.4,0.0,1,0.41502950939905314,-0.8751607972206741,Mid-Career Balanced Families
3120,24,139468,46758,3,19,1,0,0.22,95.0,-1.5,6.5,0.0,1,0.013854141243691442,-0.1156819848111698,Mid-Career Balanced Families
3121,22,12432,57415,4,35,0,0,0.32,95.0,-4.3,9.3,0.0,2,-0.12024366864967971,-1.1207890614943923,Pre-Retiree Conservatives
3122,25,181115,25858,3,34,1,0,0.37,95.0,-7.0,12.0,0.0,1,0.39691694063206173,0.058253311603525294,Mid-Career Balanced Families
3123,61,45041,35726,1,6,0,1,0.32,38.5,47.6,13.9,0.0,3,-0.41758312869596675,0.8543631095435659,High-Net-Worth Diversifiers
3124,56,85668,27746,3,19,1,0,0.12,71.2,9.0,19.8,0.0,1,0.5594424478519012,0.6262523739671648,Mid-Career Balanced Families
3125,53,92328,46964,3,1,0,0,0.37,67.7,15.7,16.6,0.0,4,-0.7875689357067411,-0.640566322410401,Retired Income Seekers
3126,63,100181,43882,5,7,1,0,0.37,80.8,7.1,12.1,0.0,1,1.6832592827327435,-0.6918712669975797,Mid-Career Balanced Families
3127,55,62525,261166,3,34,1,0,0.37,79.1,8.9,12.0,0.0,1,1.2181387373254529,-0.4315547644648466,Mid-Career Balanced Families
3128,64,73636,249155,4,19,0,0,0.22,82.5,3.2,14.3,0.0,4,-0.1464343706903153,0.43398157721500774,Retired Income Seekers
3129,46,73299,260825,2,33,0,0,0.37,84.6,4.9,10.5,0.0,2,-0.7963600293579363,-0.12955980002687426,Pre-Retiree Conservatives
3130,31,38514,666632,4,26,0,0,0.32,95.0,-3.4,8.4,0.0,2,-0.4184059676133523,-1.1740141608450518,Pre-Retiree Conservatives
3131,42,17489,148152,4,27,0,0,0.22,95.0,-12.9,17.9,0.0,2,-0.14435010633564074,-0.38694834449825355,Pre-Retiree Conservatives
3132,67,25503,63769,5,38,1,0,0.32,89.7,-9.5,19.8,0.0,1,2.4308716128750123,-0.24229365411597215,Mid-Career Balanced Families
3133,60,55660,2312140,1,26,0,1,0.37,42.8,43.0,14.2,0.0,0,-0.8203324982865631,0.204948932689437,Young Aggressive Accumulators
3134,48,34517,482518,3,35,0,0,0.37,91.9,-11.2,19.3,0.0,2,-0.25066742648750845,-0.5878190934281072,Pre-Retiree Conservatives
3135,48,34573,195396,4,20,0,0,0.32,87.2,-7.2,20.0,0.0,4,-0.06809235867914108,-0.7330288747358154,Retired Income Seekers
3136,23,210970,179772,1,24,1,0,0.24,81.2,16.3,2.5,0.0,1,-1.0182050296032967,0.7092888254215033,Mid-Career Balanced Families
3137,62,109231,230402,3,21,1,0,0.37,73.4,13.0,13.6,0.0,1,0.9650414987492091,-0.15219129950596386,Mid-Career Balanced Families
3138,69,50188,127705,5,26,0,0,0.37,84.5,4.3,11.2,0.0,2,0.848418588146752,-0.17651565243213516,Pre-Retiree Conservatives
3139,34,95838,189827,3,20,1,0,0.22,84.2,-0.0,15.8,0.0,1,0.29663546861329104,-0.32053475890959926,Mid-Career Balanced Families
3140,30,44614,296337,5,6,1,0,0.32,95.0,-15.0,20.0,0.0,1,1.150155407933407,-1.9690106252051351,Mid-Career Balanced Families
3141,73,64699,68060,1,3,0,0,0.37,45.0,46.2,8.8,0.0,4,-1.1795779159636577,-0.17762393114351113,Retired Income Seekers
3142,57,81563,22903,4,10,1,0,0.32,79.6,5.8,14.6,0.0,1,1.2015992685027337,-0.6144128248471823,Mid-Career Balanced Families
3143,43,44697,13483,3,12,0,0,0.22,82.2,2.8,15.0,0.0,4,-0.8463927349969246,-0.36008158226830733,Retired Income Seekers
3144,63,37061,472351,3,33,0,0,0.32,86.7,-4.7,18.0,0.0,2,-0.1291593806348661,-0.015258486106087234,Pre-Retiree Conservatives
3145,47,141033,24354,5,22,0,0,0.32,95.0,-11.8,16.8,0.0,2,0.058110624824827886,0.3012378274001825,Pre-Retiree Conservatives
3146,33,92030,284478,2,16,0,0,0.22,86.0,2.0,12.0,0.0,4,-1.6185992192573115,-0.08347301653271401,Retired Income Seekers
3147,38,12354,40732,4,17,1,1,0.37,76.8,3.2,20.0,0.0,3,2.2400860705276213,-0.5901514661498183,High-Net-Worth Diversifiers
3148,35,37507,41527,4,10,0,0,0.32,93.6,-3.3,9.7,0.0,4,-0.4049491502784251,-1.23308337953499,Retired Income Seekers
3149,35,34651,68745,2,12,0,0,0.24,73.7,15.6,7.9,2.8,4,-1.347166525554689,-0.6802742448668676,Retired Income Seekers
3150,55,38762,205450,5,19,0,0,0.37,87.8,1.9,10.3,0.0,4,0.5167770131596576,-0.8634095323494017,Retired Income Seekers
3151,74,109500,34672,3,23,1,0,0.22,57.6,23.6,18.8,0.0,1,1.004753671509038,0.9645830348347956,Mid-Career Balanced Families
3152,41,60684,77627,4,10,1,0,0.12,86.0,-1.0,15.0,0.0,1,0.6547636197444378,-0.3475538211042496,Mid-Career Balanced Families
3153,32,22635,157808,3,10,0,0,0.24,92.7,-1.1,8.4,0.0,4,-0.9975997363351551,-1.0564631413068872,Retired Income Seekers
3154,37,45786,38089,4,10,1,0,0.37,90.1,-8.2,18.1,0.0,1,1.0785447355298539,-1.6863855576629547,Mid-Career Balanced Families
3155,72,87484,903364,3,39,1,0,0.22,82.8,1.4,15.8,0.0,1,1.0215961846651647,0.7415551386889678,Mid-Career Balanced Families
3156,52,51341,20598,2,30,0,0,0.24,76.3,6.4,17.3,0.0,2,-0.8118760045611277,0.41938206815284873,Pre-Retiree Conservatives
3157,27,38128,125266,3,4,1,0,0.37,87.6,-1.0,13.4,0.0,1,0.392415098290029,-2.123610563102793,Mid-Career Balanced Families
3158,40,75497,749415,2,1,0,0,0.12,70.3,12.5,17.2,0.0,4,-2.022707961202322,-0.24529386703673864,Retired Income Seekers
3159,58,185857,33211,3,19,0,0,0.37,80.5,0.9,18.6,0.0,4,-0.7258558981359358,0.8763873817719424,Retired Income Seekers
3160,25,82701,142692,2,5,0,0,0.12,80.4,7.3,6.5,5.8,4,-2.0217222663352468,-0.16249976557924165,Retired Income Seekers
3161,68,148844,190885,1,30,0,0,0.12,55.1,31.5,6.7,6.7,2,-1.5693204781451278,2.2976042758969717,Pre-Retiree Conservatives
3162,25,39961,61813,2,26,1,0,0.32,95.0,-11.8,16.8,0.0,1,0.23542300709353114,-1.2111678094160636,Mid-Career Balanced Families
3163,41,59524,148304,3,34,0,0,0.22,94.9,-14.9,20.0,0.0,2,-0.6101110573488497,0.27138753888601197,Pre-Retiree Conservatives
3164,31,58689,319251,3,2,1,1,0.32,68.4,22.6,9.0,0.0,3,1.117122976276041,-0.5485847784484679,High-Net-Worth Diversifiers
3165,45,65060,92914,3,24,0,0,0.12,84.9,3.5,11.6,0.0,2,-0.8811983094649658,0.6220699190505593,Pre-Retiree Conservatives
3166,56,81500,407255,2,14,1,0,0.22,63.9,21.8,11.2,3.1,1,0.1123666244706703,-0.0808098594575233,Mid-Career Balanced Families
3167,47,31467,260739,4,13,0,0,0.22,87.4,-7.4,20.0,0.0,4,-0.3817296585275906,-0.5635494406136644,Retired Income Seekers
3168,58,94195,80863,4,29,1,0,0.22,77.4,10.8,11.4,0.4,1,1.30081782269274,0.4704285702562723,Mid-Career Balanced Families
3169,59,19158,629666,3,1,0,0,0.24,69.3,19.5,11.2,0.0,4,-0.8531814124422484,-0.8780186232130844,Retired Income Seekers
3170,42,23505,66894,4,34,1,0,0.37,95.0,-14.2,19.2,0.0,1,1.6265761062342587,-1.1302990502322081,Mid-Career Balanced Families
3171,61,266982,454553,3,4,1,0,0.12,55.4,33.9,6.9,3.8,1,-0.37972216415010296,1.874618969134836,Mid-Career Balanced Families
3172,60,41894,68348,4,28,1,0,0.22,83.3,-3.3,20.0,0.0,1,1.5021353821621437,-0.0003593111035819713,Mid-Career Balanced Families
3173,42,99774,111380,2,19,0,1,0.24,63.1,18.4,18.5,0.0,3,-0.44229411039577393,1.4884185773766896,High-Net-Worth Diversifiers
3174,31,196575,133897,1,1,0,0,0.24,67.6,24.5,7.9,0.0,4,-2.59807122547736,0.5246997149514114,Retired Income Seekers
3175,59,11847,244336,4,36,1,0,0.12,95.0,-11.5,16.5,0.0,1,1.4938263316916935,0.2714907885127287,Mid-Career Balanced Families
3176,67,131711,8989,4,13,0,0,0.32,85.7,1.1,13.2,0.0,4,-0.14762384311732876,0.564077149895025,Retired Income Seekers
3177,25,94302,281987,2,5,0,0,0.24,85.6,5.0,5.3,4.1,4,-1.9051917419541688,-0.6511135728127557,Retired Income Seekers
3178,66,188768,143921,3,33,0,1,0.12,64.0,28.1,7.9,0.0,3,0.07992973922186104,3.751221508832328,High-Net-Worth Diversifiers
3179,41,26184,229323,4,14,0,0,0.24,95.0,-4.9,9.9,0.0,4,-0.4002874577596006,-0.8114443550375097,Retired Income Seekers
